X,y
0.002259233518513537,0.5165548576878669
0.0032879687523396095,1.0493766216123315
0.0059093558684842895,0.6963794266121914
0.008003339782281182,0.9646690685213505
0.010438402094721133,1.3408020294060765
0.013353422191246023,1.0994215131201075
0.013862581448035205,1.140521362201009
0.014574962485419674,1.7893560814057288
0.020809797952066167,1.2025278634288086
0.026287019886786056,1.3257080101570038
0.027907788861532556,0.914059411412959
0.031151070851766383,0.6304594214793475
0.03342142762634459,1.0549874224783697
0.03516826147080476,0.6372586902431698
0.037941219451945285,0.07928429725653519
0.03948342177566533,1.1609313154378595
0.041725950621869345,1.0801486456239344
0.048218749825570395,0.6524507402050523
0.05103860002507066,1.358050304230307
0.055019993340200135,0.9409195361549222
0.06772616162569478,0.8065146859678641
0.06987367476308803,0.6571636577766655
0.07347004394226553,1.2868572638442561
0.07409320943301223,0.8062019600674754
0.08427266973184566,0.7692833249342254
0.08443780806374235,0.77937729656122
0.08463852035212138,0.6840799401964976
0.09547025346487126,0.39255807156839206
0.09735237194458535,0.6742524327776286
0.0992046992760729,0.626406271780318
0.10589515242345926,1.0863677718316807
0.1064246635463526,0.4815205949763459
0.10948542133151884,1.0745970006828411
0.11262227904358624,0.7055480835526078
0.11360171953981701,0.6145721080075082
0.1162057334478247,0.8005831757630453
0.11627301740168983,0.8633585714471109
0.12301160940997591,0.8670202228662562
0.12388215492523169,1.007173031455025
0.1263872837745974,0.8909329593273494
0.12819310250608618,0.35612174562727483
0.13208530504150873,0.6044652869079097
0.13521017836911686,1.2911695221995314
0.1354351345676108,0.7669560247614874
0.13720932135607644,0.09357212999977926
0.14155841215261689,0.8358098316435266
0.14282814495268292,1.2919060850483375
0.14348025691993171,1.1306669701800571
0.14922368526773322,0.7793781157990127
0.15391860735096496,0.8136485289502708
0.15416284237967237,0.9411927243931981
0.1550112869052518,0.6973802452067926
0.1607167531255701,0.5800060318140525
0.16090213785125262,1.2156885687957517
0.16447995611891109,0.5939879384366328
0.16989826093188554,0.9990649872274127
0.17064900621690204,0.22045774446274435
0.1710557216327111,0.4558345524127442
0.1775063672167354,0.323146288942559
0.1775641759378893,0.793041884005465
0.17868128271276496,0.475996804112881
0.18034918019694157,0.46481916215517216
0.180391984533548,0.3824074995381902
0.18614562007599367,0.6822630284123488
0.19171077225555577,0.9115843401711435
0.19467462904253707,0.4279739719889055
0.20215434337007254,0.7616715974574448
0.2085004884601801,0.5493341639133111
0.21060763885288392,0.3601594135084528
0.215357823464707,0.6317306087886394
0.2208525208288855,0.9068267742269599
0.22192366622281312,-0.28028099717571553
0.2268802895194798,0.6894455832752028
0.2329759428922995,0.9852518751025758
0.23919854104233962,0.37719855780775485
0.2417802357140627,0.6472043689282287
0.24660147812309097,0.6905109192496267
0.2484384892748085,0.5447532064617928
0.24936352290052022,0.460204010966221
0.2538081939276894,0.7573789056861056
0.25981748776761393,0.6745100884308597
0.26331501518513467,0.3798457847556301
0.2651296088121916,0.5147927365174727
0.26912490795327515,0.026506669008781958
0.2771172144251962,0.21414294216232374
0.28382835295794584,0.27073604536976204
0.28569302592260826,0.2094630678292154
0.28958678353055356,0.0047870099891569595
0.29012193658782715,0.581814030977645
0.2914566850066529,0.30124875541655444
0.29152344665594654,0.4170536629998847
0.2982310292316368,-0.22538305259107325
0.299692894993413,0.004454599892927569
0.3001700598239866,-0.05220893398179019
0.30989758449002924,0.05515902948001589
0.3122839968432516,0.6037432676835618
0.3156682369286655,0.8431458092189457
0.3168079006890451,0.1380840463127883
0.3194763109335812,0.17819696888676428
0.3197779740723209,0.0058334311194569305
0.32196758753072663,-0.10737772104357476
0.32258573270881385,0.31773479383890146
0.32756947626342303,-0.09457298789627108
0.3335611622162322,-0.31230532161380875
0.3338324855146031,0.18936221873618792
0.3346475291060558,-0.053147727404927785
0.3347240774767726,0.09286416309625413
0.3419891459847828,0.055541731203775244
0.34344500065127515,0.2466646765022062
0.34420422080479374,0.1398391501331274
0.3445949402799181,0.226934520135531
0.3474941846440953,-0.09148690600619655
0.3515415467691554,-0.10894783672684583
0.3554429248010227,0.019128640905921326
0.3637378187811511,-0.06020483034118154
0.37372314882391533,-0.03162324790769408
0.3758278953194599,-0.07930279837408946
0.37591574303508424,0.45871430080107356
0.3774407823606447,-0.2541429368438295
0.37838530062484954,-0.05629851588457713
0.38521698024307416,-0.19157784236853048
0.3879035282574149,0.15682787501606738
0.3903092094231321,-0.4839184591313851
0.3916596206529702,-0.6325797278498009
0.39703270686735204,0.07309996884481706
0.39885519442826,-0.07001675577146044
0.40063162736167357,-0.2471255084778562
0.4025891478959648,-0.5401486000854854
0.40284721017267344,0.06549633116989095
0.40545438708501025,-0.19678206059545267
0.4059583429596427,-0.5069938430498603
0.40664030180666166,-0.4782411967168626
0.4163696572946102,-0.5711612184468922
0.4189386807175727,0.03153430965517706
0.4190148274837505,-0.4430649030244798
0.4192502702591062,-0.6987424109234426
0.4209747700081974,-0.5752570453048665
0.4240524465509987,-0.07821742224813055
0.4244851388775528,-0.23058785260061626
0.42866135651617787,-0.6449822988581724
0.4332931367915722,-0.8020881232104768
0.4438718561912689,-0.6714600235586439
0.4456270534106257,-0.42086627468089766
0.4513084114213143,-0.6506262958055559
0.45213155017341855,-0.701951578764781
0.4575829484147603,-0.5463558218706751
0.4614402600659552,-0.7405269598033775
0.4631488697273459,-0.9054099562520228
0.465508100172511,-1.0063556702341943
0.4712297782500141,-0.8870337860136199
0.47309980160972587,-0.828712767380646
0.4800467833268902,-0.5621364272454299
0.48392558946415953,-0.6280129470639295
0.4853774136627097,-0.9079159595280548
0.4909549698249829,-0.34789566474721373
0.49273730543650784,-1.0467557936178336
0.5065560756680948,-0.4406223114294294
0.5074319814786622,-1.0817727844078004
0.511642952793331,-0.8450464631761618
0.5126233448800741,-0.49966702956218495
0.5130160252122433,-0.48961628374528426
0.5176892950354683,-1.0201483120188568
0.5192488047646937,-0.7467069344943992
0.5212260272202929,-1.1119695413341713
0.5213052583204294,-0.8363121736158141
0.5219026753571561,-0.6497233200204536
0.5232460707782919,-0.9458601570288758
0.5310030378042822,-0.3581981309718006
0.5337393933802977,-0.6613624732615688
0.5391055037985244,-0.6199019331982867
0.5439434095685136,-1.0069953249250272
0.5456023269980058,-0.8811714740719746
0.5476525029423075,-0.7565459029403184
0.5520376332645666,-0.5972899931045801
0.5724045155296094,-0.6905060351426289
0.5744327948270689,-1.0285457766790584
0.5838230669751122,-1.1765110612275909
0.5878864847116027,-1.2871928093477494
0.5951524566360905,-0.30188689739120544
0.5957418942869064,-0.6039977010429722
0.5974588046391233,-0.5108777603032937
0.5996191883973377,-0.9946691107075476
0.6033556031675537,-0.3475891037208403
0.6050053903635636,-0.803797088505327
